id,directors,rate,title,casts,year,types,country,lang,time,movieTime,commentLen,star
105,"克里斯·巴克,珍妮弗·李",8.5,冰雪奇缘,"克里斯汀·贝尔,伊迪娜·门泽尔,乔纳森·格罗夫,乔什·加德,圣蒂诺·方塔纳",2013,"喜剧,动画,歌舞,奇幻",美国,"英语,冰岛语",2014-02-05,102,843376,"40.8%,45.2%,13.1%,0.8%,0.2%"
106,邵艺辉,8.9,好东西,"宋佳,钟楚曦,曾慕梅,章宇,赵又廷",2024,"剧情,爱情",中国大陆,汉语普通话,2024-11-22,123,1230840,"60.4%,28.3%,8.8%,1.4%,1.0%"
107,大卫·弗兰科尔,6.6,穿普拉达的女王2,"梅丽尔·斯特里普,安妮·海瑟薇,艾米莉·布朗特,斯坦利·图齐,贾斯汀·塞洛克斯",2026,"剧情,喜剧",美国,"英语,意大利语",2026-04-30,120,69760,"10.3%,27.5%,45.4%,13.3%,3.5%"
108,"姜伟,付玮",9.5,潜伏,"孙红雷,姚晨,沈傲君,祖峰,冯恩鹤",2008,剧情,中国大陆,汉语普通话,2008-12-20,91,400098,"78.0%,19.4%,2.3%,0.2%,0.2%"
109,大卫·叶茨,9.0,哈利·波特与死亡圣器(下),"丹尼尔·雷德克里夫,艾玛·沃森,鲁伯特·格林特,海伦娜·伯翰·卡特,拉尔夫·费因斯",,,,,,,,45
110,阿方索·卡隆,9.0,哈利·波特与阿兹卡班的囚徒,"丹尼尔·雷德克里夫,艾玛·沃森,鲁伯特·格林特,加里·奥德曼,朱丽·沃特斯",,,,,,,,45
111,达米恩·查泽雷,8.4,爱乐之城,"瑞恩·高斯林,艾玛·斯通,约翰·传奇,罗丝玛丽·德薇特,芬·维特洛克",2016,"剧情,爱情,歌舞",美国,英语,2017-02-14,128,1136123,"43.7%,37.8%,15.7%,2.2%,0.6%"
112,"闫非,彭大魔",6.6,西虹市首富,"沈腾,宋芸桦,张一鸣,张晨光,常远",2018,喜剧,中国大陆,汉语普通话,2018-07-27,118,1105009,"10.3%,28.4%,43.8%,13.5%,4.0%"
113,盖·里奇,6.1,金谍行动,"亨利·卡维尔,杰克·吉伦哈尔,艾莎·冈萨雷斯,卡洛斯·巴登,迈克尔·武",2026,"剧情,动作,惊悚","英国,美国",英语,2026-06-20,98,7660,"6.3%,19.7%,51.0%,18.6%,4.3%"
114,"闫非,彭大魔",7.1,抓娃娃,"沈腾,马丽,史彭元,萨日娜,肖帛辰",2024,喜剧,中国大陆,"汉语普通话,英语",2024-07-16,133,846281,"13.9%,40.2%,36.4%,7.2%,2.3%"
115,戈尔·维宾斯基,8.8,加勒比海盗,"约翰尼·德普,杰弗里·拉什,奥兰多·布鲁姆,凯拉·奈特莉,杰克·达文波特",2003,"动作,奇幻,冒险",美国,英语,2003-11-21,143,976245,"52.5%,38.2%,8.7%,0.5%,0.1%"
116,罗伯托·贝尼尼,9.5,美丽人生,"罗伯托·贝尼尼,尼可莱塔·布拉斯基,乔治·坎塔里尼,朱斯蒂诺·杜拉诺,赛尔乔·比尼·布斯特里克",1997,"剧情,喜剧,爱情,战争",意大利,"意大利语,德语,英语",2020-01-03,116,1488586,"80.0%,17.2%,2.4%,0.2%,0.2%"
117,迈克·内威尔,8.8,哈利·波特与火焰杯,"丹尼尔·雷德克里夫,艾玛·沃森,鲁伯特·格林特,迈克尔·刚本,玛吉·史密斯",2005,"悬疑,奇幻,冒险","英国,美国","英语,法语",2005-11-18,157,810111,"52.2%,37.5%,9.6%,0.6%,0.1%"
118,岩井俊二,8.9,情书,"中山美穗,丰川悦司,酒井美纪,柏原崇,范文雀",1995,"剧情,爱情",日本,日语,2021-05-20,117,1334525,"56.6%,32.7%,9.4%,1.0%,0.3%"
119,奥里奥尔·保罗,8.8,看不见的客人,"马里奥·卡萨斯,阿娜·瓦格纳,何塞·科罗纳多,巴巴拉·莱涅,弗兰塞斯克·奥雷利亚",2016,"剧情,悬疑,惊悚,犯罪",西班牙,西班牙语,2017-09-15,106,1449531,"48.8%,41.5%,9.1%,0.5%,0.1%"
120,"翁子光,区焯文",7.6,爸爸,"刘青云,谷祖琳,苏文涛,熊诺颐,杨伟伦",2024,剧情,中国香港,"粤语,客家话",2026-06-27,131,7027,"18.7%,49.5%,26.2%,3.9%,1.6%"
121,宫崎骏,9.2,天空之城,"田中真弓,横泽启子,初井言荣,寺田农,常田富士男",1986,"动画,奇幻,冒险",日本,日语,1992-05-01,125,1014334,"65.0%,29.3%,5.4%,0.3%,0.1%"
122,"露西亚·安尼洛,保罗·当斯",9.6,绝望写手 第五季,"珍·斯玛特,汉娜·爱宾德,保罗·当斯,梅根·斯塔尔特,卡尔·克莱蒙斯-霍普金斯",2026,"剧情,喜剧",美国,英语,2026-04-09,45,18425,"85.1%,11.9%,2.6%,0.2%,0.1%"
123,奉俊昊,8.8,寄生虫,"宋康昊,李善均,赵汝贞,崔宇植,朴素丹",2019,剧情,韩国,"韩语,英语",2019-05-21,132,1558766,"50.4%,40.9%,7.9%,0.6%,0.3%"
124,"邢键钧,路云飞",5.6,迷墙,"郭京飞,任素汐,谷嘉诚,漆昱辰,温峥嵘",2026,"剧情,犯罪",中国大陆,汉语普通话,2026-06-07,32,11779,"8.0%,14.7%,37.6%,25.9%,13.7%"
125,陈思诚,5.3,唐人街探案3,"王宝强,刘昊然,妻夫木聪,托尼·贾,长泽雅美",2021,"喜剧,悬疑","中国大陆,中国香港,日本","汉语普通话,日语,英语,泰语",2021-02-12,136,1144032,"3.6%,12.3%,41.2%,29.7%,13.2%"
126,"周星驰,李力持",8.8,喜剧之王,"周星驰,张柏芝,莫文蔚,吴孟达,林子善",1999,"剧情,喜剧,爱情",中国香港,粤语,1999-02-13,89,1103569,"52.3%,37.9%,9.1%,0.6%,0.2%"
127,陈思诚,7.8,唐人街探案,"王宝强,刘昊然,佟丽娅,陈赫,肖央",2015,"喜剧,动作,悬疑",中国大陆,"汉语普通话,泰语,英语",2015-12-31,135,958939,"21.6%,49.3%,25.1%,3.0%,1.0%"
128,乔·赖特,8.7,傲慢与偏见,"凯拉·奈特莉,马修·麦克费登,唐纳德·萨瑟兰,布兰达·布莱斯,凯瑞·穆里根",2005,"剧情,爱情","法国,英国,美国",英语,2005-09-16,129,949208,"49.4%,39.3%,10.3%,0.8%,0.2%"
129,大卫·叶茨,8.6,哈利·波特与凤凰社,"丹尼尔·雷德克里夫,艾玛·沃森,鲁伯特·格林特,加里·奥德曼,拉尔夫·费因斯",2007,"奇幻,冒险","英国,美国",英语,2007-08-10,138,704656,"44.6%,40.2%,14.0%,1.0%,0.2%"
130,阿兰·葛斯彭纳,9.3,海蒂和爷爷,"阿努克·斯特芬,布鲁诺·冈茨,昆林·艾格匹,安娜·申茨,伊莎贝尔·奥特曼",2015,"剧情,家庭,冒险","德国,瑞士","南非语,德语,瑞士德语",2019-05-16,111,790098,"69.8%,25.5%,4.4%,0.3%,0.1%"
131,贝纳尔多·贝托鲁奇,9.3,末代皇帝,"尊龙,陈冲,邬君梅,彼得·奥图尔,英若诚",1987,"剧情,传记,历史","英国,意大利,中国大陆,法国","英语,汉语普通话,日语",1987-10-04,163,1034771,"70.5%,25.1%,4.0%,0.3%,0.1%"
132,董润年,8.1,年会不能停！,"大鹏,白客,庄达菲,王迅,孙艺洲",2023,"剧情,喜剧",中国大陆,汉语普通话,2023-12-29,117,1113163,"29.8%,47.5%,19.9%,2.2%,0.6%"
133,"罗杰·阿勒斯,罗伯·明可夫",9.1,狮子王,"乔纳森·泰勒·托马斯,马修·布罗德里克,杰瑞米·艾恩斯,詹姆斯·厄尔·琼斯,莫伊拉·凯利",1994,"动画,歌舞,冒险",美国,"英语,斯瓦希里语,科萨语,祖鲁语",1995-07-15,89,966496,"61.6%,31.7%,6.2%,0.3%,0.1%"
134,曾国祥,8.2,少年的你,"周冬雨,易烊千玺,尹昉,周也,吴越",2019,"剧情,爱情,犯罪","中国大陆,中国香港",汉语普通话,2019-10-25,135,1567914,"33.5%,46.6%,16.5%,2.1%,1.3%"
135,拉斯·霍尔斯道姆,9.4,忠犬八公的故事,"理查·基尔,莎拉·罗默尔,琼·艾伦,罗比·萨布莱特,艾瑞克·阿瓦利",2009,剧情,"美国,英国","英语,日语",2009-06-13,93,1549491,"74.9%,21.1%,3.7%,0.3%,0.1%"
136,"布拉德·安德森,亚当·戴维森,玛吉·基莉 ,玛雅·弗维罗",6.7,我会找到你,"萨姆·沃辛顿,布丽特·洛薇尔,米洛·文堤米利亚,齐·麦克布赖德,艾琳·理查兹",2026,"剧情,悬疑,惊悚,犯罪",美国,英语,2026-06-18,37,3532,"12.1%,30.8%,42.3%,11.7%,3.2%"
137,克里斯托弗·诺兰,8.7,记忆碎片,"盖·皮尔斯,凯瑞-安·莫斯,乔·潘托里亚诺,小马克·布恩,拉什·费加",2000,"剧情,悬疑,惊悚,犯罪",美国,英语,2026-05-29,114,711178,"47.0%,41.3%,10.4%,0.9%,0.3%"
138,韩寒,6.8,飞驰人生,"沈腾,黄景瑜,尹正,张本煜,尹昉",2019,"剧情,喜剧,运动",中国大陆,"汉语普通话,英语",2019-02-05,98,1038643,"11.1%,34.2%,41.9%,10.6%,2.3%"
139,大卫·叶茨,8.6,哈利·波特与死亡圣器(上),"丹尼尔·雷德克里夫,艾玛·沃森,鲁伯特·格林特,海伦娜·伯翰·卡特,拉尔夫·费因斯",2010,"奇幻,冒险","英国,美国",英语,2010-11-19,146,704551,"45.4%,40.2%,13.1%,1.1%,0.3%"
140,麦浚龙,8.0,僵尸,"钱小豪,惠英红,鲍起静,陈友,吴耀汉",2013,恐怖,中国香港,粤语,2013-10-24,103,228027,"28.0%,47.4%,21.1%,2.7%,0.8%"
141,弗朗西斯·福特·科波拉,9.3,教父,"马龙·白兰度,阿尔·帕西诺,詹姆斯·肯恩,理查德·S·卡斯特尔诺,罗伯特·杜瓦尔",1972,"剧情,犯罪",美国,"英语,意大利语,拉丁语",1972-03-15,175,1113516,"72.0%,22.7%,4.7%,0.5%,0.3%"
142,"彼特·道格特,罗纳尔多·德尔·卡门",8.9,头脑特工队,"艾米·波勒,菲利丝·史密斯,理查德·坎德,比尔·哈德尔,刘易斯·布莱克",2015,"喜剧,动画,冒险",美国,英语,2015-10-06,95,815901,"54.0%,35.6%,9.5%,0.7%,0.2%"
143,史蒂文·斯皮尔伯格,9.5,辛德勒的名单,"连姆·尼森,本·金斯利,拉尔夫·费因斯,卡罗琳·古多尔,乔纳森·萨加尔",1993,"剧情,历史,战争",美国,"英语,希伯来语,德语,波兰语",1993-11-30,195,1252301,"80.2%,17.3%,2.1%,0.1%,0.2%"
144,巨兴茂,7.3,灵魂摆渡·十年,"于毅,刘智扬,肖茵,许佳琪,姜馥颐",2026,"悬疑,惊悚,短片,奇幻,冒险",中国大陆,汉语普通话,2026-06-02,32,17972,"21.7%,34.6%,33.0%,8.3%,2.4%"
145,陈思诚,6.6,唐人街探案2,"王宝强,刘昊然,肖央,刘承羽,尚语贤",2018,"喜剧,动作,悬疑",中国大陆,"汉语普通话,英语,日语,粤语",2018-02-16,121,978017,"8.4%,31.2%,45.0%,11.8%,3.6%"
146,车荣勋,8.6,努力克服自卑的我们,"具教焕,高允贞,吴正世,姜末琴,朴解浚",2026,剧情,韩国,韩语,2026-04-18,94,22606,"54.7%,29.8%,10.8%,2.8%,2.0%"
147,巴勃罗·贝格尔,9.1,机器人之梦,"伊万·拉班达,阿尔伯特·特里佛·塞加拉,拉法·卡尔沃,何塞·加西亚·托斯,何塞·路易斯·梅地亚维拉",2023,"剧情,动画,音乐","西班牙,法国",无对白,2024-06-08,102,454079,"62.2%,30.7%,6.4%,0.6%,0.2%"
148,陈烨,8.1,一人之下 第六季,"曹云图,小连杀,藤新,图特哈蒙,高增志",2026,"动作,动画",中国大陆,汉语普通话,2026-01-02,51,10861,"32.9%,43.9%,18.6%,3.1%,1.5%"
149,程亮,5.9,天才游戏,"彭昱畅,丁禹兮,李蔓瑄,邓恩熙,侯雯元",2026,"悬疑,犯罪",中国大陆,汉语普通话,2026-04-04,96,56984,"9.2%,15.1%,44.1%,23.3%,8.3%"
150,"迪恩·戴布洛伊,克里斯·桑德斯",8.8,驯龙高手,"杰伊·巴鲁切尔,杰拉德·巴特勒,克雷格·费格森,亚美莉卡·费雷拉,乔纳·希尔",2010,"动画,奇幻,冒险",美国,英语,2010-05-14,98,873764,"49.8%,40.4%,9.3%,0.4%,0.1%"
151,大卫·芬奇,8.8,七宗罪,"摩根·弗里曼,布拉德·皮特,凯文·史派西,格温妮斯·帕特洛,安德鲁·凯文·沃克",1995,"剧情,悬疑,惊悚,犯罪",美国,英语,1995-09-22,127,1070672,"51.0%,39.1%,9.1%,0.6%,0.2%"
152,贾玲,7.5,热辣滚烫,"贾玲,雷佳音,张小斐,杨紫,沙溢",2024,"剧情,喜剧,运动",中国大陆,汉语普通话,2024-02-10,129,936212,"27.4%,35.0%,27.3%,6.7%,3.6%"
153,乌维·鲍尔,6.8,公民义警,"艾米·汉莫,科斯塔斯·曼迪勒,本杰明·施诺,维叶克斯拉维·卡图汀,Dora Dimic Rakar",2026,"动作,惊悚","克罗地亚,德国",英语,2026-06-19,89,2078,"23.9%,21.0%,32.4%,15.1%,7.7%"
154,"彼特·道格特,凯普·鲍尔斯",8.7,心灵奇旅,"杰米·福克斯,蒂娜·菲,菲利西亚·拉斯海德,阿米尔-卡利布·汤普森,戴维德·迪格斯",2020,"动画,音乐,奇幻",美国,英语,2020-12-25,100,1154723,"48.9%,38.4%,11.8%,0.8%,0.2%"
155,尹力,9.4,无悔追踪,"王志文,刘佩琦,岳秀清,何冰,孔琳",1996,"剧情,悬疑,家庭,历史",中国大陆,汉语普通话,,66,23231,"76.1%,19.3%,3.5%,0.5%,0.5%"
156,"陈凯歌,张一白,管虎,薛晓路,徐峥,宁浩,文牧野",7.6,我和我的祖国,"黄渤,张译,韩昊霖,杜江,葛优",2019,剧情,中国大陆,汉语普通话,2019-09-30,155,1076513,"20.6%,44.6%,29.7%,4.0%,1.2%"
157,韩寒,7.6,飞驰人生2,"沈腾,范丞丞,尹正,张本煜,孙艺洲",2024,"剧情,喜剧,运动",中国大陆,汉语普通话,2024-02-10,121,820926,"21.9%,43.5%,28.8%,4.2%,1.6%"
158,乌尔善,7.7,封神第一部：朝歌风云,"费翔,李雪健,黄渤,于适,陈牧驰",2023,"动作,战争,奇幻,古装",中国大陆,汉语普通话,2023-07-20,148,1293767,"27.0%,41.6%,24.7%,4.8%,2.0%"
159,朴松日,5.3,爱是愤怒,"王安宇,王玉雯,王砚辉,易小星,王储",2026,"爱情,犯罪",中国大陆,汉语普通话,2026-06-19,93,18734,"12.1%,13.4%,25.2%,24.1%,25.2%"
160,克里斯托弗·诺兰,9.2,蝙蝠侠：黑暗骑士,"克里斯蒂安·贝尔,希斯·莱杰,艾伦·艾克哈特,迈克尔·凯恩,玛吉·吉伦哈尔",2008,"剧情,动作,科幻,惊悚,犯罪","美国,英国","英语,汉语普通话",2008-07-14,152,1198770,"68.2%,25.5%,5.6%,0.5%,0.2%"
161,"崔睿,刘翔",6.2,消失的她,"朱一龙,倪妮,文咏珊,杜江,黄子琪",2022,"悬疑,犯罪",中国大陆,汉语普通话,2023-06-22,121,995637,"7.5%,24.8%,43.9%,16.7%,7.1%"
162,比利·怀尔德,9.6,控方证人,"泰隆·鲍华,玛琳·黛德丽,查尔斯·劳顿,埃尔莎·兰彻斯特,约翰·威廉姆斯",1957,"剧情,悬疑,惊悚,犯罪",美国,"英语,德语",2025-12-05,116,750289,"82.0%,16.1%,1.7%,0.1%,0.1%"
163,辛爽,9.4,漫长的季节,"范伟,秦昊,陈明昊,李庚希,刘奕铁",2023,"剧情,家庭,犯罪",中国大陆,汉语普通话,2023-04-22,50,1183792,"76.1%,20.1%,3.2%,0.4%,0.2%"
164,娜丁·拉巴基,9.1,何以为家,"赞恩·阿尔·拉菲亚,约丹诺斯·希费罗,博鲁瓦蒂夫·特雷杰·班科尔,卡萨尔·艾尔·哈达德,法迪·尤瑟夫",2018,剧情,"黎巴嫩,美国,法国,塞浦路斯,卡塔尔,英国","阿拉伯语,阿姆哈拉语",2019-04-29,126,1167344,"60.2%,33.8%,5.5%,0.4%,0.1%"
165,曾庆杰,6.4,逐玉,"田曦薇,张凌赫,任豪,孔雪儿,邓凯",2026,"剧情,爱情,古装",中国大陆,汉语普通话,2026-03-06,60,221740,"15.3%,23.9%,37.1%,14.7%,9.0%"
166,彼得·威尔,9.2,死亡诗社,"罗宾·威廉姆斯,罗伯特·肖恩·莱纳德,伊桑·霍克,乔西·查尔斯,盖尔·汉森",1989,剧情,美国,"英语,拉丁语",1989-06-02,128,890727,"66.8%,26.9%,5.6%,0.5%,0.2%"
167,大卫·叶茨,8.4,哈利·波特与混血王子,"丹尼尔·雷德克里夫,艾玛·沃森,鲁伯特·格林特,迈克尔·刚本,大卫·勒格诺",2009,"奇幻,冒险","英国,美国",英语,2009-07-15,153,640639,"41.2%,38.5%,17.9%,2.1%,0.4%"
168,克里斯托弗·博格利,6.9,爱情抓马,"赞达亚,罗伯特·帕丁森,阿拉娜·哈伊姆,马莫多·阿西,海利·盖茨",2026,"剧情,喜剧,爱情",美国,英语,2026-04-02,105,42564,"9.2%,37.8%,43.0%,8.6%,1.5%"
169,"梁旋,张春",7.0,大鱼海棠,"季冠霖,苏尚卿,许魏洲,金士杰,杨婷",2016,"剧情,动画,奇幻",中国大陆,汉语普通话,2016-07-08,105,632258,"18.0%,32.2%,35.3%,10.2%,4.1%"
170,土井裕泰,8.6,花束般的恋爱,"菅田将晖,有村架纯,细田佳央太,清原果耶,小田切让",2021,"剧情,爱情",日本,日语,2022-02-22,124,842852,"45.1%,41.8%,11.7%,1.1%,0.4%"
171,张艺谋,7.0,满江红,"沈腾,易烊千玺,张译,雷佳音,岳云鹏",2023,"剧情,喜剧,悬疑,古装",中国大陆,"汉语普通话,中国手语",2023-01-22,159,1159094,"16.7%,35.5%,32.9%,9.2%,5.7%"
172,郑晓龙,9.4,后宫·甄嬛传,"孙俪,陈建斌,蔡少芬,李东学,蒋欣",2011,"剧情,古装",中国大陆,汉语普通话,2011-11-17,58,926361,"76.5%,19.7%,2.9%,0.4%,0.6%"
173,"莉亚·麦肯德里克,莎伦·马奎尔",7.1,真爱留声,"佐伊·达奇,卢卡斯·盖奇,尼克·罗宾森,尼克·奥弗曼,托比·桑德曼",2026,"喜剧,爱情",美国,英语,2026-06-19,118,2167,"15.5%,34.0%,41.1%,7.7%,1.7%"
174,克里斯托弗·史密斯,8.5,恐怖游轮,"梅利莎·乔治,迈克尔·多曼,利亚姆·海姆斯沃斯,瑞秋·卡帕尼,亨利·尼克松",2009,"科幻,悬疑,惊悚,奇幻","英国,澳大利亚",英语,2009-10-16,99,1003063,"43.1%,42.6%,12.8%,1.2%,0.3%"
175,詹姆斯·卡梅隆,7.5,阿凡达：火与烬,"萨姆·沃辛顿,佐伊·索尔达娜,西格妮·韦弗,史蒂芬·朗,奥娜·卓别林",2025,"动作,科幻,惊悚,奇幻,冒险",美国,英语,2025-12-19,198,280762,"20.0%,42.4%,31.5%,5.1%,1.0%"
176,朴允书,7.7,夺命许愿,"全昭映,姜美娜,白善浩,玄宇锡,李孝制",2026,"剧情,恐怖",韩国,韩语,2026-04-24,93,59008,"20.8%,46.7%,28.1%,3.5%,0.9%"
177,保罗·托马斯·安德森,8.0,一战再战,"莱昂纳多·迪卡普里奥,西恩·潘,本尼西奥·德尔·托罗,蔡斯·英菲尼迪,缇雅娜·泰勒",2025,"剧情,动作,惊悚,犯罪",美国,"英语,西班牙语",2025-10-17,162,256893,"28.2%,49.1%,19.3%,2.5%,0.8%"
178,乔恩·费儒,7.5,星球大战：曼达洛人与古古,"佩德罗·帕斯卡,杰瑞米·艾伦·怀特,西格妮·韦弗,史蒂夫·布卢姆,乔尼·科因",2026,"动作,科幻,奇幻,冒险",美国,英语,2026-05-22,132,45095,"19.2%,42.0%,33.3%,4.7%,0.9%"
179,约瑟夫·科辛斯基,8.7,F1：狂飙飞车,"布拉德·皮特,戴姆森·伊德瑞斯,哈维尔·巴登,凯瑞·康顿,托比亚斯·门基斯",2025,"剧情,动作,运动",美国,英语,2025-06-27,156,530825,"46.1%,42.6%,10.3%,0.8%,0.2%"
180,"柯克·德·米科,克里斯·桑德斯",8.7,疯狂原始人,"尼古拉斯·凯奇,艾玛·斯通,瑞安·雷诺兹,凯瑟琳·基纳,克萝丽丝·利奇曼",2013,"喜剧,动画,冒险",美国,英语,2013-04-20,98,928369,"46.6%,41.4%,11.2%,0.6%,0.1%"
181,李安,8.7,色，戒,"梁朝伟,汤唯,陈冲,王力宏,庹宗华",2007,"剧情,爱情,情色","中国台湾,中国大陆,美国,中国香港","汉语普通话,上海话,英语,粤语,日语,印地语",2007-11-01,158,972032,"49.6%,38.5%,10.8%,0.8%,0.3%"
182,刘仁植,7.2,超能路人甲,"朴恩斌,车银优,崔大勋,林成宰,金海淑",2026,"剧情,喜剧,动作,科幻,冒险",韩国,韩语,2026-05-15,63,26637,"16.9%,36.1%,37.9%,7.1%,1.9%"
183,"安东尼·罗素,乔·罗素",8.5,复仇者联盟4：终局之战,"小罗伯特·唐尼,克里斯·埃文斯,克里斯·海姆斯沃斯,马克·鲁法洛,斯嘉丽·约翰逊",2019,"剧情,动作,科幻,奇幻,冒险",美国,"英语,日语,科萨语",2019-04-24,181,1154960,"46.2%,35.2%,15.7%,2.0%,0.9%"
184,"克莱尔·基尔纳,妮娜·洛佩斯-科拉多,安德里杰·帕瑞克,洛尼·佩里斯特里",8.5,龙之家族 第三季,"马特·史密斯,艾玛·达西,奥利维亚·库克,史蒂夫·图森特,瑞斯·伊凡斯",2026,"剧情,动作,爱情,奇幻,冒险",美国,英语,2026-06-21,62,4203,"52.3%,29.9%,12.0%,3.2%,2.5%"
185,朱塞佩·托纳多雷,8.9,西西里的美丽传说,"莫妮卡·贝鲁奇,朱塞佩·苏尔法罗,Luciano Federico,玛蒂尔德·皮亚纳,Pietro Notarianni",2000,"剧情,情色,战争","意大利,美国","意大利语,英语,拉丁语,古希腊语",2000-10-27,108,1098927,"55.4%,36.4%,7.5%,0.5%,0.2%"
186,彼得·杰克逊,9.1,指环王1：护戒使者,"伊利亚·伍德,西恩·奥斯汀,伊恩·麦克莱恩,维果·莫腾森,奥兰多·布鲁姆",2001,"剧情,动作,奇幻,冒险","新西兰,美国,英国","英语,辛达林语",2002-04-04,179,965792,"63.9%,28.6%,6.8%,0.6%,0.2%"
187,马丁·斯科塞斯,8.9,禁闭岛,"莱昂纳多·迪卡普里奥,马克·鲁法洛,本·金斯利,马克斯·冯·叙多夫,米歇尔·威廉姆斯",2010,"剧情,悬疑,惊悚",美国,"英语,德语",2010-02-13,138,1121695,"52.7%,38.9%,7.7%,0.5%,0.1%"
188,周星驰,6.7,美人鱼,"邓超,罗志祥,张雨绮,林允,徐克",2016,"喜剧,爱情,奇幻","中国大陆,中国香港","汉语普通话,英语,日语",2016-02-08,93,892324,"12.7%,28.8%,43.0%,11.8%,3.6%"
189,"杨磊,陆贝珂",8.6,太平年,"白宇,周雨彤,朱亚文,俞灏明,董勇",2026,"剧情,历史,古装",中国大陆,汉语普通话,2026-01-23,64,166049,"50.6%,35.4%,9.1%,3.0%,1.9%"
190,本·斯蒂勒,8.6,白日梦想家,"本·斯蒂勒,克里斯汀·韦格,亚当·斯科特,西恩·潘,凯瑟琳·哈恩",2013,"剧情,喜剧,冒险","美国,英国","英语,西班牙语,冰岛语",2013-12-25,114,661305,"47.2%,39.2%,12.3%,1.1%,0.2%"
191,申奥,6.9,孤注一掷,"张艺兴,金晨,咏梅,王传君,王大陆",2023,"剧情,犯罪",中国大陆,汉语普通话,2023-08-08,130,790817,"11.0%,34.4%,43.4%,8.7%,2.5%"
192,韦斯·安德森,8.9,布达佩斯大饭店,"拉尔夫·费因斯,托尼·雷沃罗利,阿德里安·布罗迪,威廉·达福,裘德·洛",2014,"剧情,喜剧,冒险","美国,德国,英国","英语,法语,德语",2014-02-06,99,1092594,"55.3%,35.7%,8.1%,0.7%,0.2%"
193,大卫·芬奇,9.0,搏击俱乐部,"爱德华·诺顿,布拉德·皮特,海伦娜·伯翰·卡特,扎克·格雷尼尔,米特·洛夫",1999,"剧情,动作,悬疑,惊悚",美国,英语,1999-09-10,139,982891,"61.6%,29.8%,7.4%,0.8%,0.4%"
194,马丁·布莱斯特,9.1,闻香识女人,"阿尔·帕西诺,克里斯·奥唐纳,詹姆斯·瑞布霍恩,加布里埃尔·安瓦尔,菲利普·塞默·霍夫曼",1992,剧情,美国,英语,1992-12-23,157,1029120,"63.0%,30.0%,6.3%,0.5%,0.2%"
195,金奎泰,7.3,最后一排的男孩,"崔岷植,崔显旭,陈庆,许峻豪,金允珍",2026,剧情,韩国,韩语,2026-06-26,98,1683,"22.2%,34.9%,32.5%,7.4%,3.0%"
196,"埃里克·布雷斯,J·麦基·格鲁伯",8.9,蝴蝶效应,"阿什顿·库彻,梅洛拉·沃尔特斯,艾米·斯马特,埃尔登·亨森,威廉姆·李·斯科特",2004,"剧情,科幻,悬疑,惊悚","美国,加拿大",英语,2004-01-23,113,1075364,"54.3%,37.0%,7.9%,0.6%,0.2%"
197,吴家伟,8.6,开庭,"邱士缙,谷祖琳,朱鉴然,陈湛文,张达伦",2026,剧情,中国香港,粤语,2026-05-18,32,3949,"47.4%,40.8%,9.7%,1.2%,1.0%"
198,"木头,顾杰",8.7,罗小黑战记2,"山新,刘明月,朱婧,栾立胜,傅晨阳",2025,"动画,奇幻,冒险",中国大陆,汉语普通话,2025-07-18,119,325265,"48.9%,38.5%,10.9%,1.2%,0.5%"
199,"徐纪周,白涛,易军",6.0,胭脂,"赵丽颖,陆毅,陶昕然,袁文康,石兆琪",2016,"剧情,悬疑",中国大陆,汉语普通话,2016-09-27,93,50543,"16.2%,16.3%,34.1%,18.9%,14.5%"
200,张永新,6.4,八千里路云和月,"王阳,万茜,黄澄澄,于和伟,毕彦君",2026,"剧情,历史,战争",中国大陆,汉语普通话,2026-04-07,55,28874,"20.2%,24.5%,27.0%,12.7%,15.7%"
201,"谷德显,蔡继渭",8.8,四渡赤水,"古月,苏林,刘怀正,傅学诚,卢志启",1983,战争,中国大陆,汉语普通话,,156,11985,"57.1%,30.6%,10.4%,1.0%,1.0%"
202,杨庆熙,8.8,检察官室的提案,"尹道健,朴时宇",2026,"剧情,惊悚,同性,犯罪",韩国,韩语,2026-06-26,55,3199,"59.9%,24.8%,11.2%,2.6%,1.5%"
203,安东尼·福奎阿,7.5,迈克尔·杰克逊：巨星之路,"贾法尔·杰克逊,尼娅·朗,朱利亚诺·瓦尔迪,科尔曼·多明戈,迈尔斯·特勒",2026,"剧情,音乐,传记",美国,英语,2026-04-24,128,55237,"22.9%,37.4%,32.5%,6.3%,1.0%"
204,"邹曦,马小刚,卫立洲",8.2,终极笔记,"曾舜晞,肖宇梁,哈妮克孜,刘宇宁,范明",2020,"剧情,奇幻,冒险",中国大陆,汉语普通话,2020-12-10,82,320721,"36.6%,41.2%,16.8%,3.9%,1.5%"
205,蒂姆·波顿,8.7,剪刀手爱德华,"约翰尼·德普,薇诺娜·瑞德,黛安·韦斯特,安东尼·迈克尔·豪尔,凯西·贝克",1990,"剧情,爱情,奇幻",美国,英语,1990-12-06,105,1126815,"48.2%,39.9%,10.9%,0.8%,0.2%"
206,"朴俊和,裴熙英",7.2,21世纪大君夫人,"李知恩,边佑锡,鲁尚炫,孔升延,刘秀彬",2026,"喜剧,爱情",韩国,韩语,2026-04-10,78,43150,"28.0%,27.4%,28.8%,10.7%,5.2%"
